id_bien;numero_voie;type_voie;voie;surface_carrez;type_local;nombre_pieces;code_departement;code_commune
1;190;RUE;CENTRALE;50.42;Appartement;2;01;350
2;347;RUE;DU CHATEAU;48.22;Appartement;3;01;103
3;58;AV;DU MONT BLANC;130.8;Appartement;6;01;143
4;140;RUE;DE L'ABBE JOLIVET;109.22;Maison;5;01;288
5;39;RUE;BUFFON;108.65;Appartement;4;01;033
6;28;AV;JEAN FALCONNIER;31.65;Appartement;2;01;138
7;8;RUE;DE GENEVE;52.58;Appartement;2;01;354
8;2;RUE;DU RECULET;58.71;Appartement;2;01;354
9;1403;RUE;JEAN DE GINGINS;93.23;Maison;4;01;143
10;226;ALL;DES CAPUCINES;117;Maison;5;01;354
11;276;RTE;DE POUGNY;35.6;Appartement;2;01;288
12;79;CRS;DE VERDUN;138.03;Appartement;5;01;283
13;77;RUE;DU COMMERCE;42;Appartement;2;01;357
14;240;RUE;DE PRE BAILLY;45.36;Appartement;2;01;173
15;3;RUE;TURENNE;82.6;Appartement;4;01;033
16;44;ALL;DU SQUARE DE LAUSANNE;88.11;Appartement;4;01;143
17;59;RUE;ALEXANDRE BERARD;164.87;Appartement;6;01;004
18;282;CHE;DES LONGES RAYES;42.2;Appartement;2;01;071
19;54;GR;GRANDE RUE;68.11;Appartement;3;01;396
20;1;RUE;DE GEX;82.59;Appartement;3;01;160
21;17;LOT;LES JARDINS DE CHEVRY;30.23;Appartement;1;01;103
22;329;RUE;DES CARPIERES;24.8;Appartement;1;01;399
23;369;AV;CHARLES DE GAULLE;52.6;Appartement;2;01;202
24;154;RUE;SUR LA VIGNETTE;91.69;Appartement;3;01;204
25;6;RUE;DES USINIERS;45.54;Appartement;1;01;173
26;2;RUE;DU JURA;84.24;Appartement;3;01;354
27;54;RUE;MARCEL DEMIA;68.23;Appartement;3;01;004
28;269;CHE;DE CHARIGNIN;62.03;Appartement;3;01;034
29;322;RUE;DE BRETIGNY;112.93;Maison;4;01;281
30;132;ALL;DES HETRES;131.91;Appartement;4;01;354
31;80;RUE;DE MEYRIN;63.58;Appartement;3;01;160
32;4;RUE;DE LA MAIRIE;35.86;Appartement;3;01;138
33;79;GR;GRANDE RUE DE BULLIEZ;70.09;Appartement;3;01;202
34;8;RUE;DE LA BIENNE;200;Appartement;4;01;148
35;29;RUE;REINE CLOTILDE;54.84;Appartement;2;01;004
36;3;RUE;STE MARIE;72.75;Appartement;4;01;034
37;956;RTE;DE BOURG;94.09;Maison;2;01;202
38;1;AV;DU BIJOU;71.08;Appartement;3;01;160
39;58;CHE;DE LA PLANCHE BRULEE;97.03;Maison;4;01;160
40;211;RUE;CHANTEPIE;44.48;Appartement;2;01;313
41;25;RUE;DE LA ROCHE SAMUEL;64.21;Appartement;2;01;060
42;25;RUE;DE LA COMMUNE 1871;70.1;Maison;3;01;004
43;6;;DE LA TOUR;76.7;Appartement;4;01;363
44;91;CHE;DE LA PLANCHE BRULEE;133.77;Appartement;4;01;160
45;3;RUE;DU DOCTEUR GREZEL;107.61;Appartement;5;01;269
46;28;RUE;DU DOC CHARCOT;42.78;Appartement;2;01;345
47;312;RUE;DES TERRASSES;124.55;Maison;5;01;419
48;10;RUE;AMPERE;68.11;Appartement;2;01;283
49;1;RUE;GERARD DE NERVAL;70.78;Appartement;3;01;031
50;10;RUE;DES HAUTAINS;112.3;Appartement;5;01;354
51;102;MAIL;DU NEUTRINO;95.43;Maison;4;01;313
52;84;RUE;DE MEYRIN;63.45;Appartement;3;01;160
53;115;RUE;MASONOD;77.3;Appartement;4;01;185
54;812;RUE;DES VERTES CAMPAGNES;164.18;Maison;6;01;173
55;26;CHE;DE LA PLANCHE BRULEE;66.95;Appartement;3;01;160
56;2;RUE;DE CHAMP FUSY;30.62;Appartement;1;01;354
57;53;ALL;DES PRUNUS;165.92;Appartement;5;01;354
58;541;RUE;DES MONTS JURA;51.99;Appartement;2;01;210
59;386;CHE;DES SOUPIRS;63.17;Appartement;3;01;034
60;663;RTE;BLANCHE;84.97;Appartement;3;01;399
61;377;RUE;DES ABATTOIRS;88.7;Appartement;4;01;173
62;60;ALL;DES FRERES CAUDRON;50.64;Appartement;2;01;004
63;86;RUE;DE LA REPUBLIQUE;38;Appartement;1;01;033
64;148;IMP;DU SAUGY;70.53;Appartement;3;01;281
65;77;LOT;CLOS CHAMP VRILLARD;105.68;Maison;6;01;071
66;27;RLE;DE L EGLISE;46.12;Appartement;3;01;173
67;5;PL;DE L EGLISE;37.63;Appartement;2;01;202
68;94;ALL;SIMON VAN DER MEER;87.38;Appartement;4;01;313
69;242;RUE;DE PRE BAILLY;50.33;Appartement;2;01;173
70;8;RTE;DE DIVONNE;134.17;Appartement;4;01;436
71;24;RUE;LAMARTINE;47.65;Appartement;3;01;033
72;88;RUE;DU PETIT CHAMP;99.13;Maison;4;01;419
73;27;RUE;DES VERGERS;43.42;Appartement;2;01;419
74;250;RUE;DES FRENES;83.6;Maison;4;01;192
75;13;RUE;JEAN MONNET;54.65;Appartement;2;01;004
76;2;RUE;DE LA BATISSE;81.15;Appartement;3;01;004
77;33;RUE;DE GENEVE;53.43;Appartement;3;01;354
78;30;RUE;DE VERSOIX;74.85;Appartement;3;01;160
79;322;RUE;DE BRETIGNY;90.33;Maison;4;01;281
80;923;RTE;DE MURY;99.39;Maison;4;01;153
81;77;RUE;LA PIECE;123.16;Maison;5;01;103
82;103;MAIL;DU NEUTRINO;110.13;Maison;5;01;313
83;33;MAIL;DU NEUTRINO;71.43;Appartement;3;01;313
84;75;RUE;DES VERGERS;56.02;Appartement;3;01;419
85;27;RTE;DE CESSY;85.12;Appartement;4;01;435
86;60;RUE;DE SAVOIE;75;Appartement;4;01;033
87;90;RUE;DE LAUSANNE;135.68;Appartement;4;01;143
88;72;RUE;DE LA REPUBLIQUE;35.59;Appartement;2;01;004
89;198;RTE;DE VOUVRAY;62.38;Appartement;3;01;033
90;198;RTE;DE VOUVRAY;92.04;Appartement;4;01;033
91;786;AV;DES VOIRONS;46.05;Appartement;2;01;143
92;256;AV;DE BELLE FERME;34.56;Appartement;2;01;173
93;1143;RUE;CLAIRES FONTAINES;43.23;Appartement;2;01;390
94;40;RUE;VICTOR HUGO;83.82;Maison;4;01;160
95;150;RUE;DE LA REPUBLIQUE;38.67;Appartement;2;01;034
96;14;RUE;CASTELLION;88;Appartement;3;01;283
97;38;AV;DE VESSY;56.96;Appartement;2;01;160
98;256;AV;DE BELLE FERME;55.4;Appartement;3;01;173
99;36;RUE;DES APOTRES;74.72;Appartement;2;01;004
100;91;;GRAND' RUE;295.21;Appartement;6;01;109
101;88;RUE;DE LA PIERRE;222.97;Maison;3;01;153
102;223;RUE;DES PRALETS;113.52;Appartement;4;01;281
103;232;RUE;DE LA ROCHETTE;127.2;Appartement;4;01;079
104;3;RUE;GEORGES CHARPAK;47.6;Appartement;2;01;354
105;9;RUE;DE LA FLAUDIERE;65.29;Appartement;3;01;199
106;392;RTE;DE VOUVRAY;81.24;Appartement;4;01;033
107;5186;;MATAFELON;42.89;Appartement;2;01;240
108;8;RUE;GEORGES MARIN;69.66;Appartement;3;01;033
109;6066;RUE;DES BATTOIRS;69.65;Appartement;3;01;419
110;1;ESPA;CHARLES DE GAULLE;64.44;Appartement;3;01;283
111;54;RUE;ANTOINE JACQUET;88.83;Appartement;4;01;033
112;5208;;LE BULOZ;35.3;Appartement;3;01;187
113;7;RUE;DU DOCTEUR GREZEL;45.5;Appartement;2;01;269
114;247;CHE;DE PRE DE PLANCHE;73.77;Maison;4;01;313
115;120;CHE;DU MARTINET;67.94;Appartement;3;01;071
116;12;RUE;DU MURET;22.2;Appartement;1;01;283
117;47;RUE;DU CHANE;48.38;Appartement;2;01;014
118;1;RUE;JOLIOT CURIE;56.65;Appartement;2;01;033
119;15;CHE;DU LAVOIR;32.27;Appartement;2;01;390
120;68;RUE;DES USINIERS;61.54;Appartement;4;01;173
121;5001;ALL;HONORE DE BALZAC;82.37;Maison;4;01;034
122;9;RUE;DES FRERES SERPOLLET;53.81;Appartement;3;01;138
123;231;RUE;DE LA RABOUDIERE;71.8;Appartement;3;01;224
124;80;RUE;DE MEYRIN;63.54;Appartement;3;01;160
125;20;;HAMEAU DES CHENES;101.52;Maison;6;01;419
126;47;CHE;DES ECOLIERS;51.7;Appartement;2;01;143
127;48;RUE;DE GENEVE;114.17;Appartement;4;01;160
128;40;IMP;DES PISTES;21.48;Appartement;2;01;210
129;4;IMP;DU PEGAN;36.21;Appartement;1;01;160
130;4;PL;DE L HOTEL DE VILLE;44.24;Appartement;2;01;199
131;76;RUE;COLONEL XAVIER RENDU;54.7;Appartement;2;01;033
132;18;AV;FRANCIS BLANCHARD;51;Appartement;2;01;173
133;711;RUE;DES MORAINES;42.92;Appartement;2;01;103
134;120;CHE;DU MARTINET;68.08;Appartement;3;01;071
135;35;RUE;BUFFON;70.15;Appartement;3;01;033
136;20;RUE;PARMENTIER;57.23;Appartement;2;01;033
137;461;RUE;JEAN-JACQUES ROUSSEAU;132.16;Appartement;5;01;354
138;114;RUE;DU CONTE DES PERMISSIONS;58.62;Appartement;2;01;143
139;38;RUE;JOSEPH MARION;61.89;Appartement;3;01;033
140;242;RUE;DES VERTES CAMPAGNES;92.45;Appartement;3;01;173
141;44;RUE;PASTEUR;71.29;Appartement;3;01;202
142;34;RUE;DES ECOLES;138.05;Maison;5;01;354
143;183;RUE;DU VIEUX BOURG;45.12;Appartement;1;01;399
144;54;RUE;ARISTIDE BRIAND;70.45;Appartement;3;01;004
145;99;RUE;DE L AMITIE;78.54;Appartement;4;01;034
146;16;RUE;DES HAUTAINS;52.58;Appartement;2;01;354
147;5245;;LES MARS;30.98;Appartement;2;01;247
148;17;AV;DES ALPES;95.66;Appartement;5;01;160
149;35;RUE;DES PRELES;87.23;Appartement;4;01;401
150;78;AV;DU GEN SARRAIL;92.47;Appartement;5;01;004
151;22;RUE;DE L AVENIR;89.2;Appartement;5;01;033
152;7;RUE;TURENNE;28.8;Appartement;1;01;033
153;86;RUE;GUSTAVE EIFFEL;46.68;Appartement;2;01;031
154;16;AV;DU JURA;2.36;Appartement;0;01;160
155;6;RUE;GEORGES MARIN;68.92;Appartement;3;01;033
156;346;RUE;DE PRE BAILLY;68.45;Appartement;3;01;173
157;195;IMP;DU SAUGY;102.52;Maison;4;01;281
158;6066;RUE;DES BATTOIRS;59.67;Appartement;2;01;419
159;348;RUE;DE PRE BAILLY;77.86;Appartement;4;01;173
160;72;CHE;DES COLLINES;105.12;Maison;4;01;401
161;86;RUE;DE MEYRIN;63.27;Appartement;3;01;160
162;181;RUE;PARC JEAN MONNET;133.24;Appartement;4;01;354
163;28;CHE;DU PEUDEX;67.33;Appartement;3;01;143
164;62;CHE;DU PONT DE GREMAZ;68.69;Appartement;3;01;419
165;1;ALL;ALBERT CAMUS;58.3;Appartement;2;01;033
166;10;RUE;DES HAUTAINS;111.06;Appartement;5;01;354
167;13;PL;DES FOURS;117.63;Appartement;5;01;034
168;4;CHE;DU MARAIS;85.12;Appartement;4;01;313
169;67;RTE;DE GENEVE;42.01;Appartement;2;01;071
170;644;RUE;D ARBERE;96.46;Maison;5;01;143
171;67;RTE;DE CHAVORNOD;57.5;Appartement;3;01;034
172;96;RUE;DU JURA;90.4;Appartement;4;01;143
173;282;CHE;DES LONGES RAYES;42.59;Appartement;2;01;071
174;152;GR;GRANDE RUE;50.11;Appartement;1;01;143
175;170;RUE;DES TERREAUX;32.6;Appartement;2;01;173
176;399;RUE;DU COTEILLON;103.62;Maison;4;01;202
177;780;RUE;DE LA REPUBLIQUE;135.89;Appartement;2;01;158
178;53;ALL;DES PRUNUS;166.98;Appartement;5;01;354
179;71;CHE;DE LA PRALAY;58.13;Appartement;2;01;135
180;46;AV;DES NATIONS;38.67;Appartement;2;01;443
181;13;RUE;DE LAYE;120.5;Maison;5;01;244
182;151;RTE;DE BELLEVILLE;86.8;Appartement;3;01;258
183;9;RUE;NEUVE;41.82;Appartement;1;01;262
184;768;RUE;EDOUARD HERRIOT;56.63;Appartement;2;01;194
185;172;RUE;HECTOR BERLIOZ;79.06;Appartement;3;01;030
186;2;RUE;DE LYON;65.82;Appartement;3;01;244
187;1172;RTE;DE GENEVE;38.43;Appartement;3;01;142
188;62;CHE;DU BONATIER;85.95;Appartement;4;01;248
189;40;MTE;DES CANNES;48.42;Appartement;2;01;450
190;12;RUE;LUCIEN QUITTELIER;80.87;Maison;4;02;173
191;27;RUE;FERNAND THUILLART;165.11;Appartement;6;02;408
192;1;RUE;CONDORCET;71.5;Appartement;4;02;408
193;15;RUE;DU REMPART SAINT REMY;82.54;Appartement;3;02;408
194;11;RUE;BONNOT;39.97;Appartement;2;02;408
195;2;RUE;MAZIN;146.68;Appartement;4;02;304
196;13;RUE;PAUL DOUMER;31.6;Appartement;2;02;408
197;20;RUE;DES OEUVRES DE CHINE;92;Maison;4;02;173
198;13;RUE;VINCHON;73.5;Appartement;3;02;408
199;15;RUE;DU CHANGE;23.82;Appartement;1;02;408
200;13;RUE;PAUL DOUMER;37.3;Appartement;2;02;408
201;13;RUE;PAUL DOUMER;49.1;Appartement;2;02;408
202;27;RUE;CARLIER HENNECART;30.94;Appartement;1;02;408
203;9001;RUE;JEAN DE LA FONTAINE;65.66;Maison;3;02;408
204;27;RUE;JEAN RACINE;27.19;Appartement;1;02;408
205;10;PL;DU MARCHE;46.92;Appartement;2;02;408
206;32;RUE;DE LA LINOTTE;78.3;Maison;4;02;408
207;1;RUE;CONDORCET;88.5;Appartement;5;02;408
208;1;RLE;DES NEUFLIERS;24.05;Appartement;1;02;408
209;30;RUE;DE L EGLISE;92.54;Maison;4;02;755
210;1;PL;BOUZIER;60.05;Appartement;3;02;173
211;1;RUE;CONDORCET;89;Appartement;5;02;408
212;30;RUE;SERURIER;23.86;Appartement;1;02;408
213;16;RUE;DE MONTEVIDEO;25;Appartement;3;02;680
214;108;BD;GAMBETTA;148.41;Appartement;5;02;738
215;32;RUE;DE LA LINOTTE;47.44;Appartement;2;02;408
216;32;RUE;DE LA LINOTTE;80.14;Maison;4;02;408
217;32;RUE;DE LA LINOTTE;53.42;Appartement;3;02;408
218;9003;RUE;ROBERT GODARD;66.36;Appartement;3;02;318
219;4;RUE;DE LA CONGREGATION;28.13;Appartement;1;02;408
220;21;RUE;AMPERE;88.14;Maison;4;02;408
221;3;AV;CARNOT;77.91;Appartement;3;02;408
222;30;RUE;SERURIER;26.4;Appartement;1;02;408
223;2;RUE;DE LA SELLERIE;119.4;Appartement;4;02;691
224;1;RUE;D ISLE;33.49;Appartement;1;02;691
225;23;RUE;DU GOUVERNEMENT;96.4;Appartement;4;02;691
226;15;RUE;VARLET;53.22;Appartement;2;02;691
227;2;PL;FERNAND MARQUIGNY;142.98;Appartement;5;02;722
228;36;RUE;DU MOULIN BOTTE;50.16;Appartement;2;02;226
229;12;RUE;DES PAVEURS;108.49;Appartement;4;02;722
230;2;BD;JEANNE D ARC;29.16;Appartement;1;02;722
231;2;RUE;JEAN DELAPLACE;79.27;Maison;4;02;722
232;1;RUE;DE LA SURCHETTE;64.21;Appartement;4;02;722
233;18;RUE;QUINQUET;121.9;Appartement;5;02;722
234;1;RUE;DU PONT DE LA TOURNELLE;145.28;Maison;4;02;795
235;7;RUE;DE FONTENOY;49.99;Appartement;3;02;795
236;;;LA FOSSE SALMON;58.67;Appartement;2;02;810
237;19;RUE;SAINT DENIS;55.74;Maison;3;02;410
238;3;RUE;ROGER SALENGRO;77.56;Appartement;5;02;810
239;18;RUE;DU CHAMP BOUILLANT;49.33;Appartement;2;02;722
240;3;RUE;DE LA RESISTANCE;47.02;Appartement;3;02;722
241;14;RUE;PORTE CROUY;37.18;Appartement;2;02;722
242;2;CHT;DE LA QUINCY;106;Maison;6;02;537
243;8;PTR;PETITE RUE SAINT VINCENT;39.62;Maison;3;02;758
244;2;RUE;DE BAPAUME;81.62;Appartement;4;02;810
245;10;PL;DE LAON;41.42;Appartement;1;02;722
246;1;RUE;DES GRAVIERS;62.15;Appartement;3;02;722
247;15;RUE;DU CHAMP BOUILLANT;59.81;Appartement;4;02;722
248;20;RUE;NOTRE DAME;20.45;Appartement;1;02;722
249;17;RUE;ALEXANDRE DUMAS;89.56;Appartement;3;02;810
250;5;RUE;FERNAND BAZIN;570;Maison;6;02;201
251;5;PL;DU DOCTEUR MOUFLIER;21.4;Appartement;1;02;810
252;2;BD;EDOUARD BRANLY;49.46;Appartement;2;02;722
253;2;BD;EDOUARD BRANLY;45.12;Appartement;2;02;722
254;4;PL;DE LAON;68.95;Appartement;3;02;722
255;16;RUE;D OULCHY LE CHATEAU;76.95;Appartement;3;02;064
256;12;AV;THIERS;72.93;Appartement;2;02;722
257;4;RUE;JEAN MOULIN;65.9;Appartement;3;02;722
258;3;RUE;PORTE CROUY;31.84;Appartement;2;02;722
259;5;PL;DU DOCTEUR MOUFLIER;20.69;Appartement;1;02;810
260;30;AV;DU GENERAL DE GAULLE;29.36;Appartement;1;02;722
261;9;RUE;VICTOR HUGO;67.85;Appartement;3;02;810
262;41;RUE;DU GRAND MONTOIR;51.07;Appartement;3;02;810
263;7;RUE;DE PANLEU;29.21;Appartement;1;02;722
264;30;AV;DU GENERAL DE GAULLE;23.7;Appartement;1;02;722
265;10;PL;DE LAON;73.94;Appartement;3;02;722
266;5;RUE;FERNAND BAZIN;93.89;Maison;6;02;201
267;2;BD;EDOUARD BRANLY;68.37;Appartement;3;02;722
268;2;BD;EDOUARD BRANLY;73.65;Appartement;3;02;722
269;22;BD;JEANNE D ARC;31.62;Appartement;1;02;722
270;12;AV;DE LA MARE AUX CANES;60.2;Appartement;3;02;168
271;3;PL;DE L HOTEL DE VILLE;48.5;Appartement;3;02;168
272;50;GR;GRANDE RUE;57.74;Appartement;3;02;168
273;1;RES;RENOIR;78.24;Appartement;4;02;168
274;2;RUE;PAUL CLAUDEL;64.24;Appartement;3;02;305
275;22;RUE;DE LA FRATERNITE;34.46;Appartement;2;03;190
276;2;RUE;DENAIN;124.01;Appartement;3;03;190
277;22;RUE;DE LA FRATERNITE;34.9;Appartement;1;03;190
278;22;RUE;DE LA FRATERNITE;22.19;Appartement;1;03;190
279;14;RUE;CHARLES PEGUY;83.87;Appartement;4;03;190
280;4;RES;PARC MONTFAULT;107.77;Maison;5;03;321
281;11;RUE;DU VERT GALANT;61.4;Appartement;4;03;190
282;16;IMP;DU PRE DE MOLLES;128.8;Maison;5;03;321
283;84;RTE;DE LYON;58.46;Appartement;3;03;321
284;3;RUE;JACQUES VINCENT;40.06;Appartement;2;03;321
285;24;RUE;GASPARD ROUX;78.3;Appartement;4;03;190
286;1;AV;DU DRAPEAU;106;Appartement;5;03;095
287;71;RUE;JEAN JAURES;74.54;Appartement;3;03;310
288;2;RUE;MONTIGNAC;81.72;Appartement;3;03;310
289;2;RUE;DU 11 NOVEMBRE;67.64;Appartement;4;03;310
290;10;RUE;DUCHON;42.98;Appartement;2;03;310
291;4;RUE;HUBERT COLOMBIER;40.57;Appartement;2;03;310
292;9003;PL;DE L HORLOGE;105.71;Appartement;4;04;209
293;7102;PL;DE L ENGIEN;106.43;Appartement;4;04;166
294;7003;RES;LES MELEZES;29.74;Appartement;1;04;073
295;9500;TRA;DU CAMPING;65.4;Appartement;3;04;049
296;1;RUE;DES MONGES;144.6;Appartement;4;04;070
297;7066;;STATION DE SAINT JEAN;24.74;Appartement;1;04;126
298;9002;PL;DU DOCTEUR ROBERT;32.89;Appartement;1;04;209
299;7192;;LA CHAPELLE;20.92;Appartement;1;04;006
300;;PL;DES AIRES;93.76;Appartement;4;04;039
301;7078;RTE;DE MAZAGRAND;20.73;Appartement;1;04;096
302;7037;;LE VILLAGE;26.6;Appartement;2;04;102
303;6;RUE;GRANDE;40;Appartement;3;04;205
304;7034;;ADRECH DE CHAUVET;27.46;Appartement;1;04;006
305;25;AV;FRANCOIS CUZIN;51.42;Appartement;2;04;070
306;20;RUE;DU VALLON DE FARINE;71.39;Maison;3;04;070
307;7002;;STATION DE SAINT JEAN;41.16;Appartement;2;04;126
308;7042;;LE VILLAGE;65.5;Appartement;2;04;176
309;7398;;PONT DE LABRAU OUEST;34.95;Appartement;2;04;006
310;24;LOT;LOTISSEMENT DU BERARD;60.66;Appartement;3;04;086
311;7052;RES;LES CHENEVRIERS;24.32;Appartement;1;04;073
312;12;CHE;DES ALPAGES;23.02;Appartement;1;04;019
313;25;RUE;PRINCIPALE;59.73;Appartement;2;04;096
314;7300;CHE;DES BEAUMES;33.05;Appartement;2;04;094
315;39;BD;VICTOR HUGO;23.25;Appartement;1;04;070
316;9482;RES;LE VALLON DES SOURCES;30.47;Appartement;2;04;070
317;32;BD;VICTOR HUGO;28.33;Appartement;1;04;070
318;5081;;LE SUPERSAUZE;35.97;Appartement;1;04;073
319;26;;LE PONT;20.85;Maison;2;04;189
320;7178;;PONT DE LABRAU;20.55;Appartement;1;04;006
321;2;IMP;DE CARUPE;142.9;Appartement;5;04;145
322;7153;;LES HAUTES PLAINES;18.44;Appartement;1;04;094
323;5112;RES;LES MARGUERITES;26.76;Appartement;1;04;073
324;4;PL;DE LA MAIRIE;53.1;Appartement;2;04;070
325;5230;;LE SUPERSAUZE;35.2;Appartement;2;04;073
326;7153;;LES HAUTES PLAINES;18.84;Appartement;1;04;094
327;6;;ANCIENNE RTE D FORCALQUIER;80.26;Appartement;3;04;245
328;7096;;BEAUDINE;76.81;Appartement;4;04;088
329;3;PL;DE LA REPUBLIQUE;79.54;Appartement;3;04;209
330;53;RUE;DELEUZE;72.07;Appartement;2;04;209
331;7023;;GRANDE MONTAGNE;29.66;Appartement;2;04;203
332;7052;;LES AUCHES;29.03;Appartement;2;04;006
333;181;ALL;DES AVETTES;82.37;Maison;5;04;112
334;5;AV;MARCEL ANDRE;33.8;Appartement;2;04;088
335;7218;;LACHAUD ET CHAUVET;19.72;Appartement;1;04;006
336;320;AV;DU DCT BERNARD FOUSSIER;15;Appartement;4;04;112
337;6;RUE;ANDRE HONNORAT;58.96;Appartement;3;04;019
338;155;RUE;DOC CASIMIR CAIRE;42.73;Appartement;2;04;088
339;5637;AV;DES THERMES;25.32;Appartement;1;04;094
340;7054;;LA CHAPELLE;14.41;Appartement;1;04;006
341;3;RUE;TANNERIE;38.97;Appartement;2;04;166
342;118;RUE;POTERIE;44.44;Appartement;3;04;209
343;1;REM;DES CORDELIERS;27.26;Maison;1;04;088
344;9002;;LES LAVANDES;83.88;Appartement;5;04;112
345;;RES;LES MARMOTTES BLEUES;25.55;Appartement;2;04;226
346;5038;;LE VILLAGE;40.4;Appartement;1;04;139
347;9;RUE;FONT CHAUDE;136.86;Appartement;2;04;209
348;7089;;SAINT PIERRE;90.75;Appartement;4;04;205
349;5154;RUE;DE LA FERRAILLE;59.36;Maison;2;04;151
350;7215;;LA SESTRIERE;26.99;Appartement;1;04;006
351;3;TRA;DES EAUX CHAUDES;67.22;Appartement;3;04;070
352;1;RUE;JULES BOURDIN;39.16;Appartement;2;04;143
353;5637;AV;DES THERMES;25.07;Appartement;1;04;094
354;14;ALL;DE PROVENCE;63.73;Appartement;3;04;112
355;5028;CHE;DE STE ANNETTE;102.87;Appartement;4;04;094
356;36;AV;HENRI JAUBERT;82.11;Appartement;4;04;070
357;117;AV;DES THERMES;23.35;Appartement;1;04;094
358;9001;RES;JEANNE D ARC;30.05;Appartement;1;04;112
359;20;RUE;MARIUS DEBOUT;49.2;Appartement;2;04;088
360;7224;;LES HAUTES PLAINES;24.25;Appartement;1;04;094
361;;RES;PRA CHAUVET;37.55;Appartement;2;04;226
362;7009;;ADRECH DE CHAUVET;108.85;Appartement;2;04;006
363;;RES;LES MELEZES;73.99;Appartement;3;04;226
364;7215;;STATION DE SAINT JEAN;28.02;Appartement;1;04;126
365;7113;;LES SAGNES;22.91;Appartement;1;04;205
366;7024;;LES HAUTES PLAINES;27.36;Appartement;1;04;094
367;7023;;LES HAUTES PLAINES;27.22;Appartement;1;04;094
368;3;RUE;DU FRESQUIE;92.94;Maison;4;04;088
369;;RES;LE CEZANNE;30.95;Appartement;1;04;094
370;20;ALL;DE PROVENCE;62.43;Appartement;2;04;112
371;3;TRA;DES EAUX CHAUDES;35.71;Appartement;1;04;070
372;7102;RTE;DU LAC;61.53;Appartement;2;04;079
373;5038;;LES VIEUX BAINS;27.18;Appartement;1;04;094
374;29;RUE;NATIONALE;18;Appartement;1;04;039
375;;RES;LE CHRISTIANA;24.87;Appartement;1;04;226
376;5177;RUE;GRANDE;62.85;Appartement;3;04;242
377;9013;BD;PAUL MARTIN NALIN;56.52;Appartement;3;04;112
378;11;RUE;DE L ANCIENNE MAIRIE;52.45;Appartement;4;04;070
379;9001;;LA COLETTE;67;Appartement;4;04;112
380;7028;;MAZAGRAND;28.48;Appartement;1;04;096
381;9001;;LA COLETTE;54.33;Appartement;3;04;112
382;8;MTE;DU CHASTEL;35.65;Appartement;2;04;096
383;5;AV;DES THERMES;21.35;Appartement;1;04;070
384;;RES;LA BERANGERE;32.84;Appartement;1;04;226
385;5004;AV;GEORGES DE SALVE;19.28;Appartement;1;04;230
386;30;AV;DES ARCADES;55.5;Appartement;2;04;209
387;15;CHE;DES AJONCS;73.48;Appartement;4;04;070
388;40;AV;JEAN MOULIN;75.06;Appartement;3;04;209
389;4;RUE;DES ALPES;83.46;Appartement;4;04;112
390;42;CHE;DES SALETTES;89.06;Maison;4;04;049
391;7091;;CHANTEMERLE;25.08;Appartement;2;04;205
392;7263;RES;LA PETITE OURSE 2;26.41;Appartement;1;04;006
393;28;RUE;DE L HUBAC;54.79;Appartement;4;04;070
394;;RES;L EDELWEISS;42.72;Appartement;2;04;226
395;16;AV;SAINT PROMASSE;45.2;Appartement;2;04;088
396;9491;CHE;DU LAC;44.24;Appartement;2;04;049
397;20;RUE;DE LA REPUBLIQUE;41.7;Appartement;1;04;244
398;7;RUE;GRENETTE;46.21;Appartement;2;04;019
399;12;RUE;LOUIS ANDRIEUX;64.99;Appartement;3;04;088
400;156;RUE;PIERRE MAITRE;97.07;Maison;4;04;197
401;7024;;LES HAUTES PLAINES;27.5;Appartement;1;04;094
402;3;RLE;DES PRISONS;54.64;Appartement;3;04;088
403;16;RUE;DE L ARMISTICE;44.2;Appartement;2;04;112
404;7197;RES;LE SCHUSS 3;16.61;Appartement;1;04;006
405;10;AV;MARCEL ANDRE;46.42;Appartement;2;04;088
406;7089;AV;REINE DES ALPES;25.44;Appartement;2;04;019
407;7199;;LE SEIGNUS BAS;17.31;Appartement;1;04;006
408;7;PL;GENERAL DE GAULLE;22.9;Appartement;1;04;070
409;7464;;STATION DU GRAND PUY;46.93;Appartement;2;04;205
410;8;CHE;DES PASQUIERS;38.9;Appartement;2;04;019
411;5249;PL;DU FOUR;152.65;Appartement;5;04;178
412;5031;;LE VILLAGE;36.42;Appartement;1;04;069
413;5169;;LE VILLAGE;25.95;Appartement;1;04;022
414;30;BD;CHARLES DE GAULLE;53.81;Appartement;2;04;112
415;;RES;LA TOVIERE;30;Appartement;1;04;226
416;7076;RES;LES MELEZES ROI SOLEIL;24.89;Appartement;2;04;073
417;7076;RES;LES MELEZES ROI SOLEIL;45.22;Appartement;3;04;073
418;7076;RES;LES MELEZES ROI SOLEIL;22.92;Appartement;1;04;073
419;7112;;LES AUCHES;11.43;Appartement;1;04;006
420;3;RUE;TRAVERSIERE;16.81;Appartement;1;04;019
421;9001;;LA LUQUECE;68.19;Appartement;4;04;112
422;70;AV;JEAN GIONO;59.5;Appartement;3;04;112
423;7199;;LE SEIGNUS BAS;28.4;Appartement;2;04;006
424;35;RUE;DU MITAN;18.26;Appartement;1;04;039
425;5135;RUE;DE COCODY;28.9;Maison;3;04;096
426;;RES;LA SAPINIERE;25.9;Appartement;1;04;226
