id_bien;numero_voie;type_voie;voie;surface_carrez;type_local;nombre_pieces;code_departement;code_commune
19207;111;BD;ROGER SALENGRO;59.01;Appartement;3;78;362
19208;6;RUE;DE LA SOMME;77.94;Appartement;4;78;361
19209;6;RUE;DE LA SOMME;42.29;Appartement;2;78;361
19210;29;RUE;EMILE REAUBOURG;84.47;Appartement;4;78;361
19211;10;RUE;DU VIEUX PILORI;27.12;Appartement;1;78;361
19212;1;SQ;DU JURANCON;27.81;Appartement;1;78;383
19213;1;SQ;DU JURANCON;27.44;Appartement;1;78;383
19214;3;ALL;ROSA BONHEUR;44.43;Appartement;2;78;208
19215;3;RUE;DE LA POSTE;41.26;Maison;1;78;128
19216;25;VC;LES NOUVEAUX HORIZONS;46.19;Appartement;2;78;208
19217;6;RES;LES QUATRE VENTS;98.69;Appartement;5;78;397
19218;3;IMP;RAOUL DUFY;39.45;Appartement;2;78;208
19219;2;SQ;DES BRUYERES;49.66;Appartement;2;78;356
19220;3;SQ;DU JURANCON;67;Appartement;3;78;383
19221;4;SQ;D ANGIVILLER;20.04;Appartement;1;78;517
19222;38;RUE;HENRI HUSSON;36.74;Appartement;1;78;397
19223;5;RUE;SIMONE DE BEAUVOIR;30.31;Appartement;1;78;208
19224;9;AV;DE TOURAINE;78.97;Appartement;4;78;383
19225;34;VC;LES NOUVEAUX HORIZONS;85.06;Appartement;4;78;208
19226;6;GR;GRANDE RUE;93;Maison;3;78;562
19227;30;ALL;LOUIS PASTEUR;132.96;Maison;6;78;220
19228;4;RUE;DU VERT BUISSON;60.98;Appartement;3;78;062
19229;74;RUE;DE LA PORTE ST MARTIN;28.26;Appartement;1;78;616
19230;21;ALL;ANDRE  LE NOTRE;31.18;Appartement;1;78;321
19231;9;ALL;AUX LAPINS;31.69;Appartement;1;78;517
19232;19;;LA VILLEPARC;76.07;Appartement;3;78;208
19233;13;RUE;DES CHEVREFEUILLES;106.06;Maison;5;78;262
19234;3;RUE;LOUIS PASTEUR;101.85;Maison;6;78;550
19235;32;GR;GRANDE RUE;146.58;Appartement;3;78;442
19236;75;AV;DU MARECHAL LECLERC;61.52;Appartement;3;78;517
19237;27;RUE;DE LA SABLIERE;61.56;Appartement;3;78;517
19238;7;RUE;COUPE;88.82;Appartement;4;78;160
19239;34;ALL;DES POMMIERS;101.34;Maison;4;78;128
19240;70;RUE;DE GROUSSAY;27.68;Appartement;1;78;517
19241;5;RUE;DU MONTMIDI;111.1;Appartement;5;78;537
19242;4;AV;DE NOAILLES;61.46;Appartement;2;78;397
19243;43;VC;LES NOUVEAUX HORIZONS;105.31;Appartement;5;78;208
19244;10;RUE;LACHAUX;28.95;Appartement;2;78;517
19245;14;PL;DU SANCERROIS;23.54;Appartement;1;78;383
19246;48;RUE;BASSE;18;Appartement;1;78;537
19247;3;IMP;RAOUL DUFY;81.8;Appartement;4;78;208
19248;6;IMP;DES FONTAINES;87.55;Maison;4;78;366
19249;3;CHE;DU VIEIL ETANG;221.92;Maison;7;78;398
19250;29;RUE;DE BRIE;49.08;Appartement;2;78;383
19251;10;RUE;CHESNEAU;50.22;Appartement;3;78;575
19252;93;AV;DE LA GRANDE ILE;45.47;Appartement;2;78;688
19253;9;SQ;FRANCIS JAMMES;34.92;Appartement;1;78;208
19254;80;RUE;DE GROUSSAY;42.04;Appartement;2;78;517
19255;19;RES;DU BOIS DU FOUR;68.86;Appartement;4;78;442
19256;1;AV;PAUL CEZANNE;94.96;Appartement;5;78;208
19257;2;ALL;DE LA MEUSE;53.23;Appartement;2;78;383
19258;34;RUE;NATIONALE;14.2;Appartement;1;78;513
19259;14;RUE;DE BRUXELLES;64.16;Appartement;3;78;208
19260;24;VC;LES NOUVEAUX HORIZONS;34.62;Appartement;1;78;208
19261;;;LA PORTE D ANDIN;69.4;Appartement;3;78;321
19262;16;AV;DE LA GRANDE ILE;47.92;Appartement;2;78;688
19263;20;RUE;DES ECOLES;28.1;Appartement;2;78;269
19264;1;AV;DES SOLITAIRES;85.44;Appartement;4;78;397
19265;2;RUE;COUPE;22.29;Appartement;1;78;160
19266;4;AV;DE LA GARE;17.05;Appartement;1;78;168
19267;14;RUE;VINCENT VAN GOGH;58.2;Appartement;3;78;356
19268;10;IMP;PEUPLIERS;120.27;Maison;4;78;550
19269;18;RES;DU BOIS DU FOUR;70.06;Appartement;4;78;442
19270;18;RUE;LACHAUX;38.46;Appartement;1;78;517
19271;8;RUE;ANTOINETTE VERNES;70.94;Appartement;3;78;517
19272;41;RUE;RAYMOND PATENOTRE;43.04;Appartement;2;78;517
19273;38;RUE;DE LA MOTTE;57.6;Appartement;2;78;517
19274;11;RUE;DU TREMBLAY;96.53;Maison;4;78;321
19275;6;VLA;EMMANUEL FREMIET;88.88;Appartement;3;78;208
19276;7;SQ;DE LA PROVIDENCE;72.43;Appartement;3;78;517
19277;3;RES;LES COUDRAYS;70.32;Appartement;3;78;208
19278;11;RUE;D ALSACE LORRAINE;99.08;Maison;4;78;220
19279;77;RUE;EMILE FONTANIER;49.4;Appartement;2;78;397
19280;23;RUE;D ANGIVILLER;18.29;Appartement;1;78;517
19281;24;RUE;DES VIGNETTES;146.12;Maison;3;78;616
19282;6;ALL;DES TILLEULS;162.15;Maison;5;78;420
19283;74;RUE;DU GENERAL DE GAULLE;30.56;Appartement;2;78;517
19284;11;SEN;DE LA COTE RONDE;95;Maison;5;78;383
19285;7;RUE;COUPE;71.63;Appartement;3;78;160
19286;12;CITE;DE LA CLAIRIERE;123.05;Maison;5;78;120
19287;5;RUE;LALANDE;23.49;Appartement;1;78;160
19288;37;RUE;LAMARTINE;26.25;Appartement;1;78;575
19289;2;SQ;DES BRUYERES;81.27;Appartement;4;78;356
19290;1;AV;DES BUISSONS;31.45;Appartement;1;78;575
19291;12;RUE;PAUL GAUGUIN;23.06;Appartement;4;78;356
19292;14;GR;GRANDE RUE;56.34;Appartement;2;78;442
19293;1;RUE;DES ROSIERS;45.4;Appartement;1;78;683
19294;14;PL;DES ARDENNES;87.8;Appartement;4;78;383
19295;1;RUE;DE LA CITE;43.27;Appartement;2;78;220
19296;1;IMP;DE CAMARGUE;89;Appartement;4;78;383
19297;81;AV;DE LA GRANDE ILE;45.8;Appartement;2;78;688
19298;13;RUE;DES DOUVES;32.02;Appartement;2;78;688
19299;12;RUE;SOPHIE DE GROUCHY;52.28;Appartement;2;78;208
19300;5;SQ;DE NOZEROY;48.49;Appartement;2;78;383
19301;16;ALL;D ARGONNE;101.49;Appartement;5;78;383
19302;1;RUE;DE LA CITE;44.04;Appartement;2;78;220
19303;25;RUE;DE LA RIGOLE;86.06;Maison;5;78;688
19304;31;RES;DU BOIS DU FOUR;83.9;Appartement;5;78;442
19305;5;RUE;DE BRETAGNE;48.05;Appartement;3;78;220
19306;13;ALL;ANDRE  LE NOTRE;40.8;Appartement;1;78;321
19307;7;SQ;DES PERRAYADES;37.4;Appartement;2;78;486
19308;15;RUE;NATIONALE;27.99;Appartement;2;78;513
19309;27;RUE;BASSE;47.94;Appartement;2;78;537
19310;28;VC;LES NOUVEAUX HORIZONS;84.35;Appartement;4;78;208
19311;3;RUE;DU MARQUENTERRE;119.78;Maison;4;78;383
19312;8;PL;DE L ANCIENNE ORANGERIE;38.27;Appartement;1;78;623
19313;12;RES;LA CHAPELLE;99.16;Appartement;5;78;208
19314;12;RUE;D ANGIVILLER;51.8;Appartement;2;78;517
19315;5003;ALL;JULES VERNE;82.45;Appartement;3;78;220
19316;22;RUE;DE PARIS;31.13;Appartement;1;78;160
19317;69;PL;DE LA NIVEROLLE;164.08;Maison;8;78;128
19318;2;RES;LENOTRE;51;Appartement;2;78;517
19319;33;RUE;D ANGIVILLER;49.54;Appartement;3;78;517
19320;45;RUE;RAYMOND PATENOTRE;69.48;Appartement;3;78;517
19321;14;RUE;DES CHEVREFEUILLES;80;Maison;4;78;262
19322;15;RES;GD VENEUR RUE G LENOTRE;76.48;Appartement;3;78;517
19323;1;RUE;D AUVERGNE;15.62;Appartement;1;78;220
19324;10;RUE;DE BISSY;79.98;Maison;4;78;087
19325;1;RUE;DE COPENHAGUE;32.5;Appartement;1;78;208
19326;;;LA PORTE D ANDIN;71.4;Appartement;3;78;321
19327;10;SQ;DES GENETS;84.7;Appartement;4;78;356
19328;4;SQ;DE LA CANCHE;47.78;Appartement;2;78;208
19329;37;RUE;DU PETIT PARC;26.05;Appartement;1;78;517
19330;40;PTR;PETITE RUE VERTE;35.6;Appartement;2;78;486
19331;9;AV;PAUL CEZANNE;82.71;Appartement;4;78;208
19332;2;CLOS;DE L ERABLE;27.42;Appartement;1;78;486
19333;2;CLOS;DE L ERABLE;39.73;Appartement;2;78;486
19334;29;RUE;DE LA DIVISION LECLERC;35.95;Appartement;2;78;160
19335;953;RUE;DE LA DAUBERIE;78.83;Appartement;4;78;321
19336;4;SQ;DE LA CANCHE;101.69;Appartement;5;78;208
19337;24;RUE;DE BRUXELLES;64.77;Appartement;3;78;208
19338;18;RUE;SOPHIE DE GROUCHY;62.25;Appartement;3;78;208
19339;10;RUE;BOUGAINVILLE;79.45;Appartement;1;78;208
19340;65;RUE;G. LENOTRE;62.3;Appartement;3;78;517
19341;1;IMP;DE CAMARGUE;60.74;Appartement;3;78;383
19342;34;VC;LES NOUVEAUX HORIZONS;66.74;Appartement;3;78;208
19343;4;RES;LENOTRE;68.3;Appartement;3;78;517
19344;8;PL;DU MARCHE AU BLE;24.8;Appartement;2;78;160
19345;8;RUE;DES BAUX;46.39;Appartement;2;78;383
19346;32;RUE;DE CHARTRES;40.44;Appartement;2;78;486
19347;14;RUE;VINCENT VAN GOGH;58.07;Appartement;3;78;356
19348;32;RUE;JULES LADOUMEGUE;79.89;Maison;2;78;208
19349;19;RUE;CHASLES;18.74;Appartement;1;78;517
19350;1;RUE;SIMONE DE BEAUVOIR;46.4;Appartement;2;78;208
19351;27;RUE;BOUGAINVILLE;98.9;Maison;6;78;208
19352;48;RUE;DE LA PORTE ST MARTIN;72.46;Appartement;3;78;616
19353;31;AV;DU GEN LECLERC;20.04;Appartement;1;78;644
19354;7;RTE;DE CHOISEL;115.38;Appartement;4;78;160
19355;18;RUE;DU CHANCELIER K. ADENAUER;79.05;Appartement;3;78;517
19356;31;AV;DU GEN LECLERC;27.52;Appartement;2;78;644
19357;8;RUE;DU VENDELAIS;48;Appartement;2;78;383
19358;31;VC;LES NOUVEAUX HORIZONS;85.6;Appartement;4;78;208
19359;1;PL;D AUXOIS;46;Appartement;2;78;383
19360;16;RUE;DE LA MOTTE;48.33;Appartement;3;78;517
19361;1;RUE;DES CARDINAUX DE ROHAN;28.51;Appartement;1;78;522
19362;2;RES;LENOTRE;68.2;Appartement;3;78;517
19363;29;RUE;CHASLES;76.42;Appartement;3;78;517
19364;5;RTE;DE BOISSY;64.1;Appartement;2;78;513
19365;17;SQ;DES PERRAYADES;40.32;Appartement;2;78;486
19366;7;RUE;CLERICE;62.05;Appartement;3;78;517
19367;1;SQ;DES GENETS;80.25;Appartement;4;78;356
19368;4;SQ;DE LA MOSELLE;88.66;Appartement;3;78;383
19369;12;PL;DES HALLES;76.4;Appartement;4;78;160
19370;24;VC;LES NOUVEAUX HORIZONS;67.5;Appartement;3;78;208
19371;1;PL;D AUXOIS;25.38;Appartement;1;78;383
19372;3;RES;LES COUDRAYS;54.06;Appartement;2;78;208
19373;25;VC;LES NOUVEAUX HORIZONS;46.72;Appartement;2;78;208
19374;1;RUE;DE COPENHAGUE;70.67;Appartement;3;78;208
19375;6;PL;DE BRETAGNE;116.44;Appartement;4;78;383
19376;10;RUE;MONTABE;75.65;Appartement;4;78;575
19377;1;SQ;DU JURANCON;64.95;Appartement;3;78;383
19378;4;SQ;DU CLOS BRETON;139;Maison;6;78;383
19379;54;RUE;RAYMOND PATENOTRE;29.19;Appartement;1;78;517
19380;2;RUE;DU PRESSOIR;56.54;Appartement;4;78;220
19381;4;AV;DES NOES;61.51;Appartement;3;78;644
19382;6;PL;DE BRETAGNE;43.41;Appartement;2;78;383
19383;4;ALL;DE LA MEUSE;87.58;Appartement;4;78;383
19384;202;RUE;DE LA CHICAUDIERE;78.55;Maison;4;78;321
19385;8;RUE;ANTOINETTE VERNES;71.7;Appartement;3;78;517
19386;21;RUE;CHESNEAU;20.7;Appartement;1;78;575
19387;18;RUE;PHILIPPE DE CHAMPAIGNE;125.4;Appartement;4;78;356
19388;2;RUE;DE BUCAREST;20.6;Appartement;1;78;208
19389;25;RUE;PAUL CEZANNE;85.45;Appartement;4;78;356
19390;49;RUE;GAMBETTA;37.8;Appartement;1;78;517
19391;5;IMP;DE L OURCQ;71.2;Appartement;3;78;383
19392;9;RES;LENOTRE;68.35;Appartement;3;78;517
19393;9;RUE;G. LENOTRE;42;Appartement;2;78;517
19394;2;AV;DE VILLEDIEU;52.3;Appartement;2;78;208
19395;2;RUE;DE MAINCOURT;21.66;Appartement;1;78;193
19396;59;AV;DU MARECHAL LECLERC;43.76;Appartement;3;78;517
19397;7;PL;DU GRIMPEREAU;163.95;Maison;7;78;128
19398;1;RTE;DE VERSAILLES;46.2;Appartement;3;78;193
19399;75;RUE;DE PORT ROYAL;22.16;Appartement;1;78;575
19400;16;RUE;DE LA MOTTE;59.11;Appartement;2;78;517
19401;8;PTE;HENRI IV;12.25;Appartement;1;78;397
19402;34;AV;DE LIMAGNE;47.77;Appartement;2;78;383
19403;3;PL;DU SANCERROIS;67.88;Appartement;3;78;383
19404;39;AV;ANDRE LECLERC;31.19;Appartement;2;78;397
19405;9;SQ;DES GENETS;68.5;Appartement;3;78;356
19406;26;RUE;CHARLES MICHELS;40;Appartement;2;78;160
19407;8;RUE;G. LENOTRE;95.73;Appartement;7;78;517
19408;1;RUE;DU JEU DE PAUME;40.88;Appartement;4;78;442
19409;7;RUE;DU VAL DE LOIRE;103.98;Appartement;5;78;383
19410;33;RUE;GEORGES POMPIDOU;39.17;Appartement;2;78;220
19411;10;RUE;MAZIERES;57.57;Appartement;2;78;321
19412;4;AV;PAUL CEZANNE;66.14;Appartement;3;78;208
19413;3;RUE;DE LA FORET VERTE;41;Appartement;2;78;486
19414;1;ALL;DE LA MEUSE;87.62;Appartement;4;78;383
19415;13;RUE;DE LORRAINE;81.24;Appartement;5;78;383
19416;26;RUE;CHASLES;31.2;Appartement;1;78;517
19417;8;RUE;DE BRUXELLES;43.77;Appartement;2;78;208
19418;1;RUE;DU VERMOIS;96.05;Appartement;5;78;383
19419;40;RUE;D ANGIVILLER;20.7;Appartement;1;78;517
19420;8;RUE;DES SOURCES;124.75;Maison;5;78;220
19421;3;SQ;DES BRUYERES;68.17;Appartement;3;78;356
19422;1;RUE;DE BRUXELLES;18.29;Appartement;1;78;208
19423;7;PL;DES ARDENNES;75.23;Appartement;3;78;383
19424;10;SQ;DES GENETS;68.08;Appartement;3;78;356
19425;1;PL;DE L EUROPE;65.76;Appartement;3;78;517
19426;24;RUE;DU GENERAL DE GAULLE;63.02;Appartement;3;78;517
19427;36;RUE;DE CHARTRES;18.92;Appartement;1;78;486
19428;3;SQ;DES GENETS;67.84;Appartement;3;78;356
19429;2;RUE;DU CHATILLONNAIS;65.03;Appartement;3;78;383
19430;1;SQ;DU LYONNAIS;54.2;Appartement;2;78;383
19431;43;GR;GRANDE RUE;30.26;Appartement;1;78;442
19432;2;RUE;DU PRESSOIR;71.21;Appartement;2;78;220
19433;10;GR;GRANDE RUE;32.44;Appartement;2;78;193
19434;11;ALL;DU MOULIN NEUF;105.97;Maison;6;78;356
19435;14;PL;DES DOUVES;41.45;Appartement;2;78;688
19436;11;RES;DU PARC;86.25;Maison;4;78;062
19437;29;RUE;CHASLES;33.89;Appartement;1;78;517
19438;41;RUE;DE VERSAILLES;35.3;Maison;2;78;420
19439;19;RUE;DE LA TUILERIE;78.35;Maison;4;78;262
19440;11;RUE;DE BROSSARD;56.34;Appartement;2;79;202
19441;9;RUE;ALPHONSE DAUDET;67.52;Appartement;3;79;191
19442;4;RUE;FRANCOIS COUPERIN;65.79;Appartement;3;79;114
19443;2;RUE;PAUL FRANCOIS PROUST;73.4;Appartement;3;79;191
19444;7;RUE;DU PRIEURE ST MARTIN;65.65;Appartement;4;79;191
19445;18;RUE;DES ALBIZZIAS;64.36;Appartement;3;79;081
19446;1;RUE;MARCEL PAUL;92.38;Appartement;3;79;191
19447;25;AV;DU GENERAL FAUCHER;82;Appartement;5;79;270
19448;12;RUE;YVER;56.25;Appartement;2;79;191
19449;15;RUE;DU CHATEAU;71.38;Appartement;2;79;124
19450;6;ALL;JEAN SAUVAGET;21.25;Appartement;1;79;191
19451;30;RUE;E PROUST CHAUMETTE;74.69;Appartement;4;79;191
19452;11;SQ;PLAISANCE;65.15;Appartement;4;79;191
19453;35;RUE;DE GENEVE;55.42;Appartement;2;79;191
19454;32;AV;GAMBETTA;89.87;Appartement;3;79;270
19455;11;RUE;EMILE LITTRE;62.08;Maison;3;79;191
19456;12;RUE;DE L ARSENAL;146.96;Appartement;7;79;191
19457;4;PL;DES CAPUCINS;41.92;Appartement;2;79;191
19458;2;RUE;DE CHACHON;18.44;Appartement;1;79;049
19459;78;RUE;JEAN JAURES;71.87;Appartement;4;79;202
19460;26;RUE;DU PETIT BANC;42.43;Appartement;1;79;191
19461;1;ALL;LOUIS MICHEL VAN LOO;85.71;Maison;4;79;191
19462;20;AV;DE PARIS;82.79;Appartement;3;79;191
19463;22;ALL;DES CORMIERS;57.68;Appartement;3;79;130
19464;14;RUE;SARRAZINE;49.55;Appartement;3;79;191
19465;30;RUE;BASSE;73.17;Appartement;3;79;191
19466;10;RUE;DES CORDELIERS;46.72;Appartement;2;79;202
19467;57;RUE;DU MOULIN A VENT;19.2;Appartement;1;79;191
19468;53;RUE;TARTIFUME;86.3;Appartement;4;79;191
19469;9;RUE;DES CANNETTES;26.1;Appartement;1;80;021
19470;5;RUE;DES TROIS PAVILLONS;126.73;Appartement;4;80;021
19471;23;RUE;SAINT GERMAIN;19.97;Appartement;1;80;021
19472;10;RUE;POINTIN;24.8;Appartement;1;80;021
19473;103;RUE;DELPECH;32;Appartement;2;80;021
19474;136;RUE;SAINT ACHEUL;87.66;Appartement;4;80;021
19475;4;RUE;ALBERT GAILLARD;54.95;Appartement;3;80;489
19476;2;RUE;D ELBEUF;39.24;Appartement;2;80;021
19477;12;RUE;MARTIN BLEU DIEU;34.99;Appartement;1;80;021
19478;11;CHE;DE LA VALLEE;126.79;Maison;7;80;702
19479;15;RUE;PHILIPPE DE COMMYNES;124.96;Appartement;5;80;021
19480;77;RUE;DE VIGNACOURT;35.61;Appartement;2;80;021
19481;8;RUE;DE L ENCLOS;46.39;Appartement;2;80;212
19482;4;AV;LOUIS BLANC;66.33;Appartement;3;80;021
19483;24;BD;DU CANGE;15.58;Appartement;1;80;021
19484;15;RUE;RAPHAEL;119.34;Maison;5;80;021
19485;22;BD;GARIBALDI;29.84;Appartement;2;80;021
19486;52;ALL;DE LA SIXIEME HEURE;94.4;Maison;5;80;021
19487;8;RUE;MONTESQUIEU;22.04;Appartement;1;80;021
19488;3;RUE;SYLVIUS;13.2;Appartement;1;80;021
19489;22;RUE;DE LA REPUBLIQUE;94.68;Maison;4;80;164
19490;40;RUE;BERNARD CUMINAL;79.91;Maison;4;80;021
19491;9001;RUE;DU MONSOREAU LE MONSOREAU;68.03;Appartement;4;80;021
19492;52;RUE;DU DON;42.45;Appartement;2;80;021
19493;7;CHE;DE LA VALLEE;137.1;Maison;7;80;702
19494;29;CHS;JULES FERRY;14.43;Appartement;1;80;021
19495;3;RUE;AGRIPPA D AUBIGNE;100.24;Appartement;4;80;021
19496;9001;RUE;DU MONSOREAU LE MONSOREAU;68.25;Appartement;4;80;021
19497;2;RUE;ANDRE;65.6;Appartement;2;80;021
19498;5;RUE;CAPPERONNIER;69.84;Appartement;4;80;021
19499;31;RUE;DE SLOVAQUIE;48.16;Appartement;2;80;021
19500;11;RUE;JEAN FROISSART;18.79;Appartement;1;80;021
19501;3;RUE;RAINFROY;51.67;Appartement;2;80;212
19502;9;RUE;DES JACOBINS;23.07;Appartement;2;80;021
19503;95;RUE;JEANNE D ARC;25;Appartement;2;80;021
19504;23;RUE;ANDRE;45.56;Appartement;2;80;021
19505;5;RUE;HENRI IV;54.2;Appartement;2;80;021
19506;91;RUE;D ELBEUF;67.1;Appartement;4;80;021
19507;9003;CHE;MONT THOMAS;70;Appartement;4;80;021
19508;1;RUE;SIRE FIRMIN LEROUX;68.09;Appartement;2;80;021
19509;19;RUE;LAMARTINE;30.07;Appartement;2;80;021
19510;170;RUE;RIOLAN;129.25;Maison;5;80;021
19511;9062;RUE;DES PLATANES;55.1;Appartement;3;80;489
19512;15;RUE;DE VERDUN;72.11;Appartement;3;80;021
19513;9;RUE;CAUDRON;77.65;Appartement;3;80;021
19514;11;PL;DE L HOTEL DE VILLE;33.19;Appartement;2;80;021
19515;6;RUE;JEAN XXIII;40.35;Appartement;2;80;021
19516;48;RUE;JEAN MARC LAURENT;84.07;Maison;4;80;021
19517;51;RUE;ROUSSEAU;96.18;Maison;5;80;021
19518;3;RUE;CHATEAUBRIAND;83.92;Appartement;4;80;021
19519;13;RUE;JEAN FROISSART;61.26;Appartement;2;80;021
19520;15;ALL;PASTEL;91.12;Maison;4;80;021
19521;8;RUE;EMILE DEBRIE;27.44;Appartement;1;80;164
19522;97;RUE;DE L ABBAYE;68.31;Appartement;3;80;021
19523;3;ALL;DES NYMPHEAS;53.79;Appartement;2;80;021
19524;2;RUE;JEAN XXIII;28.66;Appartement;1;80;021
19525;7;RUE;DES ORFEVRES;48;Appartement;2;80;021
19526;9;AV;DES MESANGES;95;Maison;4;80;627
19527;77;RUE;DES JACOBINS;121.01;Appartement;2;80;021
19528;219;RUE;GAULTHIER DE RUMILLY;25.29;Appartement;2;80;021
19529;83;RUE;ENGUERRAND;19.68;Appartement;1;80;021
19530;2;RUE;VAQUETTE;15.52;Appartement;1;80;021
19531;95;RUE;JEANNE D ARC;24.5;Appartement;1;80;021
19532;14;RUE;DES DEPORTES;43.49;Appartement;2;80;021
19533;8;RUE;DUTHOIT;65.2;Appartement;3;80;021
19534;86;RUE;LEON DUPONTREUE;66.78;Appartement;3;80;021
19535;10;RUE;DU BATONNIER MAHIU;62.7;Appartement;2;80;021
19536;893;AV;DE LA PLAGE;39;Appartement;3;80;333
19537;9007;;PLAINE DU ROYON;43.27;Appartement;3;80;333
19538;27;RUE;DE LA PAIX;33.7;Appartement;2;80;333
19539;77;RUE;DE MAYOCQ;87.02;Maison;4;80;228
19540;890;BD;DU GENERAL SIZAIRE;37.5;Appartement;1;80;182
19541;13;RUE;DU BOURG;239.41;Appartement;3;80;253
19542;2;RUE;DE PARIS;37.8;Appartement;2;80;649
19543;2;RUE;FLORENTIN LEFILS;80.52;Maison;4;80;228
19544;9018;PROM;JULES NOIRET;56.76;Appartement;3;80;228
19545;2;PL;JEAN JAURES;49.8;Appartement;2;80;368
19546;24;AV;PAUL DOUMER;12.24;Appartement;2;80;182
19547;9;RUE;DU BOURG;36.74;Appartement;2;80;253
19548;45;TSSE;MARCEL VASSEUR;33.08;Appartement;3;80;649
19549;43;RES;LES MAISONS DE LA PLAGE;33.5;Maison;2;80;649
19550;27;RUE;MARCEL HOLLEVILLE;19;Appartement;2;80;533
19551;9009;;OREE DES PINS;55.21;Appartement;3;80;649
19552;616;AV;DE LA PLAGE;33;Appartement;2;80;333
19553;2;RUE;DU 8 MAI;17.11;Maison;1;80;228
19554;2;PL;JEAN JAURES;41.2;Appartement;2;80;368
19555;45;GR;GRANDE RUE;11.82;Appartement;1;80;039
19556;7;GR;GRANDE RUE;39.87;Appartement;2;80;039
19557;9001;;OREE DES PINS;43.18;Maison;3;80;649
19558;4;PL;GEORGES CLEMENCEAU;114.73;Maison;5;80;182
19559;1;RUE;DU PHARE;57.45;Appartement;4;80;228
19560;9001;RUE;DE ROUTEQUEUE;76.53;Appartement;3;80;253
19561;95;RUE;DE SAINT VALERY;19.02;Appartement;2;80;039
19562;35;RLE;DU BEFFROI;42.2;Appartement;2;80;001
19563;6;RUE;DE L EGLISE;44;Appartement;2;80;533
19564;4;RUE;RINGOIS;52.53;Appartement;3;80;649
19565;270;CHS;D'HOCQUET;38.5;Appartement;1;80;001
19566;19;RUE;ROGER SALENGRO;37.4;Appartement;2;80;533
19567;40;ESP;DU GENERAL LECLERC;89.87;Appartement;3;80;533
19568;4;RUE;DUMONT;52.04;Appartement;1;80;001
19569;27;RUE;LEDIEN;48.5;Appartement;2;80;001
19570;35;RUE;FLORENT TRIQUET;48.78;Appartement;3;80;182
19571;6;RUE;GROS;53.5;Appartement;3;80;039
19572;5291;RUE;GROS;29.86;Appartement;1;80;826
19573;33;RUE;DE LA RAFALE;42.66;Appartement;2;80;333
19574;5;PL;COURBET;22.59;Appartement;1;80;182
19575;92;RUE;DE SAINT VALERY;4.47;Appartement;4;80;039
19576;575;RUE;DU GAL DE GAULLE;21.77;Appartement;1;80;333
19577;35;RUE;FLORENT TRIQUET;35.03;Appartement;2;80;182
19578;30;RUE;SAINT GILLES;37.69;Appartement;2;80;001
19579;760;BD;DU GENERAL SIZAIRE;29.23;Appartement;2;80;182
19580;3;PL;MAX LEJEUNE;38.4;Appartement;2;80;001
19581;27;RUE;LEDIEN;47.5;Appartement;2;80;001
19582;20;RUE;DE SAINT VALERY;39.31;Appartement;3;80;826
19583;6;RUE;ANDRE DUMONT;23.11;Appartement;1;80;533
19584;786;AV;DE LA PLAGE;28.7;Appartement;1;80;333
19585;1023;RUE;DU CHANTIER;28.59;Appartement;1;80;721
19586;11;RTE;DE DOULLENS;65.9;Maison;3;80;001
19587;9002;RUE;DE LA MER;37.4;Appartement;2;80;228
19588;4;AV;GASTON CAUDRON;51.15;Appartement;3;80;228
19589;9;RLE;DE LA GRANDE RUE;29.18;Appartement;2;80;039
19590;21;RUE;ROGER SALENGRO;74.92;Appartement;4;80;533
19591;12;RUE;DES FONTS BENITS;27.3;Appartement;2;80;039
19592;10;RUE;CLEMENCEAU;24.6;Appartement;1;80;649
19593;77;RUE;DE MAYOCQ;30.24;Maison;2;80;228
19594;270;CHS;D HOCQUET;58.2;Appartement;2;80;001
19595;3;RUE;A BOREL;31.38;Appartement;2;80;001
19596;14;RUE;SADI CARNOT;42.56;Appartement;2;80;533
19597;2;AV;ARISTIDE BRIAND;92.07;Appartement;5;80;001
19598;1;RUE;MEURISSE;69.21;Maison;2;80;685
19599;15;RUE;SAINT MEDARD;61.27;Appartement;3;80;685
19600;4;RLE;DES FILLES;121.2;Maison;5;80;524
19601;15;RUE;SAINT MEDARD;46.9;Appartement;2;80;685
19602;19;LOT;LES BORDS DE NOYE;89.22;Maison;5;80;010
19603;110;AV;DU GENERAL LECLERC;57.4;Maison;2;80;016
19604;8;RUE;HOCHE;149.19;Appartement;1;80;016
19605;7;RUE;DE LA STATION;40.07;Appartement;2;80;016
19606;42;RUE;DES ILLIEUX;27.73;Appartement;1;80;016
19607;12;RUE;JEAN GUYON;36;Appartement;1;80;016
19608;7;RUE;DES JONCS;39.35;Appartement;1;80;620
19609;28;RUE;GEORGES CLEMENCEAU;44.16;Appartement;1;80;620
19610;40;RUE;DES ILLIEUX;57.99;Appartement;3;80;016
19611;68;AV;COLONEL TEYSSIER;91.15;Appartement;4;81;004
19612;6;AV;JULES FERRY;60.4;Appartement;3;81;145
19613;1;RUE;LEOPOLD VAREIL;58.87;Appartement;3;81;257
19614;10;AV;PRESIDENT KENNEDY;18.45;Appartement;1;81;004
19615;20;RUE;DE LA REPUBLIQUE;78.77;Appartement;3;81;004
19616;1;RUE;LEOPOLD VAREIL;65.96;Appartement;3;81;257
19617;95;RUE;RINALDI;57.64;Appartement;3;81;004
19618;101;RUE;DE CANTEPAU;63.05;Appartement;3;81;004
